UserID,Question,Answer,Difficulty,Topic
9174,"Despite years of brainwashing, what specific physical trait allows Konur Alp to positively identify Kongar as his brother?",A distinct birthmark on his shoulder,Hard,Kurulu?: Osman
9175,"Before she married into the Kay? leadership, to which specific Anatolian tribe did the ambitious Hazal Hatun originally belong?",The Çobano?lu Tribe,Hard,Kurulu?: Osman
9176,"During the perilous initial assault on Kulucahisar Castle walls, which dedicated Alp is tragically martyred by a poisoned arrow?",Ayaz Alp,Hard,Kurulu?: Osman
9177,What specific disguise does Commander Yannis frequently utilize to move undetected through the Sö?üt marketplace?,He dresses as an old blind beggar or fortune teller,Hard,Kurulu?: Osman
9178,Who is the ambitious first wife of Dündar Bey and the mother of Batur Alp?,Zöhre Hatun,Hard,Kurulu?: Osman
9179,"During the celebratory feast for Osman and Bala's wedding, what catastrophic crime does Zöhre Hatun attempt to commit?",She attempts to poison the feast's food to assassinate Osman,Hard,Kurulu?: Osman
9180,"Interrupting the wedding feast assassination plot, who suddenly executes Zöhre Hatun by slitting her throat?",Hazal Hatun,Hard,Kurulu?: Osman
9181,"Commanding a fearsome band of dark shamans, which specific son of Baycu Noyan arrives to exact vengeance on the Turks?",Togay,Hard,Kurulu?: Osman
9182,"Before taking full command of the Byzantine military efforts against Osman, what prestigious diplomatic title does Muzalon hold?",Magister (or Megas Domestikos),Hard,Kurulu?: Osman
9183,Whom do ?mren Tegin and Olivia manipulate into a bitter feud with Holofira using a poisoned water scheme?,Elçim Hatun,Hard,Kurulu?: Osman
9184,"To formally legitimize Osman's independence, what three symbolic items are delivered to him by the envoy of Sultan Mesud II?","A personalized decree, a battle standard, and a ceremonial drum",Hard,Kurulu?: Osman
9185,"Serving as a covert meeting ground for Dündar's treason, which specific artisan's shop in Sö?üt hides the Byzantine spies?",The Potter's Shop,Hard,Kurulu?: Osman
9186,"Employing a brilliant tactical deception, during the conquest of which castle does Osman disguise his Alps as a wedding procession?",Bilecik Castle,Hard,Kurulu?: Osman
9187,Who risks his life to escape Geyhatu's encampment and warn Osman of the impending Mongol strike?,Cerkutay,Hard,Kurulu?: Osman
9188,"Operating under Nikola's command, what specialized military role does the assassin Julia fulfill before her death?",She leads an elite squadron of female Byzantine assassins,Hard,Kurulu?: Osman
9189,"When counseling Osman through moments of severe moral crisis, from which specific poetic text does Sheikh Edebali frequently recite?",The Masnavi of Rumi,Hard,Kurulu?: Osman
9190,"By successfully raiding a heavily guarded Byzantine caravan without permission, what official status does young Orhan earn?",He is recognized as a full Alp and granted his own command,Hard,Kurulu?: Osman
9191,"As a prominent leader who initially opposes the Kay?'s rise, what is the full name of Hazal Hatun's powerful brother?",Muzaffereddin Yavlak Arslan,Hard,Kurulu?: Osman
9192,"During the assassination plot in Yeni?ehir, who inadvertently consumes the toxic water that Olivia's spy had prepared for Elçim?",Ayça Hatun,Hard,Kurulu?: Osman
9193,"For blatantly violating the peace treaty brokered by the Seljuk state, which Mongol commander is publicly executed by Osman?",Togay,Hard,Kurulu?: Osman
9194,Where exactly does Commander Kalanoz orchestrate the tragic ambush that claims Savc? Bey's life?,The Domaniç Pass,Hard,Kurulu?: Osman
9195,"When Osman is unjustly imprisoned by Vizier Alemshah, who controversially assumes emergency leadership of the Kay? tribe?",Gündüz Bey,Hard,Kurulu?: Osman
9196,What vital intelligence does Targun Hatun steal from Osman's tent to deliver to Aya Nikola?,The secret maps detailing the Kay? conquest plans,Hard,Kurulu?: Osman
9197,"What specific affliction caused the untimely death of Sheikh Edebali's wife, Ulduz Hatun?",A severe infectious disease,Hard,Kurulu?: Osman
9198,"While Ertu?rul is incapacitated in Konya for an extended period, what official title does Dündar Bey use to govern the tribe?",The Substitute Bey (Vekil Bey),Hard,Kurulu?: Osman
9199,What critical tactical error allows Osman's outnumbered forces to achieve a decisive victory against Tekfur Alexis?,Alexis splits his main forces to attack what turns out to be a decoy caravan,Hard,Kurulu?: Osman
9200,"Before sacrificing his life to protect the sacred trusts, what highest military rank does Bams? Beyrek hold among the Kay? warriors?",Head Alp (Alpba??),Hard,Kurulu?: Osman
9201,"Serving as the ruthless right-hand man to Togay, which Mongol assassin specializes in the use of throwing knives?",Camuha,Hard,Kurulu?: Osman
9202,"To spiritually and culturally solidify Yeni?ehir as the new Islamic capital, what major architectural conversion does Osman complete?",He converts the city's central Byzantine church into a grand Mosque,Hard,Kurulu?: Osman
9203,Which player became the all-time leading scorer in NBA regular-season history in February 2023?,LeBron James,Easy,NBA
9204,According to standard NBA rules how many players from one team can be on the court at the same time?,Five,Easy,NBA
9205,According to standard NBA rules what is the regulation height of the basket?,10 feet,Easy,NBA
9206,Which NBA franchise played its home games at the fourth Madison Square Garden from its opening in 1968?,New York Knicks,Easy,NBA
9207,Which jersey number did Michael Jordan wear for most of his Chicago Bulls career?,23,Easy,NBA
9208,Which two jersey numbers did the Lakers retire for Kobe Bryant in 2017?,8 and 24,Easy,NBA
9209,Which Milwaukee Bucks player famously nicknamed The Greek Freak won back-to-back NBA MVP awards?,Giannis Antetokounmpo,Easy,NBA
9210,Which team won the 2016 NBA Finals after trailing Golden State 3-1?,Cleveland Cavaliers,Easy,NBA
9211,Which NBA franchise entered the league in Canada in 1995 alongside Vancouver?,Toronto Raptors,Easy,NBA
9212,According to standard NBA rules how many seconds are on the shot clock?,24 seconds,Easy,NBA
9213,Which team selected LeBron James with the first pick in the 2003 NBA Draft?,Cleveland Cavaliers,Easy,NBA
9214,Which Serbian center nicknamed The Joker led the Denver Nuggets to the 2023 NBA championship?,Nikola Jokic,Easy,NBA
9215,Which franchise did Luka Doncic join through a draft-night trade in 2018?,Dallas Mavericks,Easy,NBA
9216,Which 7-foot-6 center did Houston select first overall in the 2002 NBA Draft?,Yao Ming,Easy,NBA
9217,Which team selected Shaquille O'Neal first overall in the 1992 NBA Draft?,Orlando Magic,Easy,NBA
9218,Which franchise became associated with Trust the Process during its long rebuild in the 2010s?,Philadelphia 76ers,Easy,NBA
9219,Which team moved its home games from Oracle Arena to Chase Center in 2019?,Golden State Warriors,Easy,NBA
9220,The Malice at the Palace in 2004 involved Detroit and which visiting team?,Indiana Pacers,Easy,NBA
9221,Which forward left Oklahoma City to sign with Golden State in July 2016?,Kevin Durant,Easy,NBA
9222,Which franchise set the regular-season wins record with 73 victories in 2015-16?,Golden State Warriors,Easy,NBA
9223,Which team selected Victor Wembanyama first overall in the 2023 NBA Draft?,San Antonio Spurs,Easy,NBA
9224,Which NBA franchise is represented by the iconic leprechaun mascot named Lucky?,Boston Celtics,Easy,NBA
9225,Which player scored 81 points against Toronto in January 2006?,Kobe Bryant,Easy,NBA
9226,Which franchise won its first NBA championship in 2023 after defeating Miami?,Denver Nuggets,Easy,NBA
9227,Which Dallas forward won the 2011 Finals MVP after beating Miami?,Dirk Nowitzki,Easy,NBA
9228,Which number did the NBA retire league-wide in 2022 to honor Bill Russell?,6,Easy,NBA
9229,Which team selected Allen Iverson first overall in the 1996 NBA Draft?,Philadelphia 76ers,Easy,NBA
9230,Which team selected Tim Duncan first overall in the 1997 NBA Draft?,San Antonio Spurs,Easy,NBA
9231,Which team won back-to-back titles in 1994 and 1995 with Hakeem Olajuwon as Finals MVP?,Houston Rockets,Easy,NBA
9232,Which team won three straight titles from 2000 through 2002 with Shaquille O'Neal and Kobe Bryant?,Los Angeles Lakers,Easy,NBA
9233,Which current NBA franchise was formed after the Seattle SuperSonics relocated to Oklahoma City prior to the 2008-09 season?,Oklahoma City Thunder,Easy,NBA
9234,Which team defeated the Los Angeles Lakers in the 2004 NBA Finals?,Detroit Pistons,Easy,NBA
9235,Which building became home to both Los Angeles NBA teams when it opened in 1999?,Staples Center,Easy,NBA
9236,Which player made Cleveland's go-ahead three-pointer late in Game 7 of the 2016 NBA Finals?,Kyrie Irving,Easy,NBA
9237,Which team won the first NBA Cup in December 2023?,Los Angeles Lakers,Easy,NBA
9238,Which team did Chicago defeat in the 1991 NBA Finals for its first championship?,Los Angeles Lakers,Easy,NBA
9239,Which player started at center for the Lakers in Game 6 of the 1980 NBA Finals with Kareem Abdul-Jabbar injured?,Magic Johnson,Easy,NBA
9240,Which team did Toronto defeat in the 2019 NBA Finals to win its first championship?,Golden State Warriors,Easy,NBA
9241,Which player won Finals MVP for Milwaukee during the 2021 championship run?,Giannis Antetokounmpo,Easy,NBA
9242,Which team selected Zion Williamson first overall in the 2019 NBA Draft?,New Orleans Pelicans,Easy,NBA
9243,Who became the youngest MVP in NBA history after winning the award for the 2010-11 season?,Derrick Rose,Medium,NBA
9244,Which player scored 100 points for Philadelphia against New York in March 1962?,Wilt Chamberlain,Medium,NBA
9245,Which player retired in 2003 as the NBA career assists leader?,John Stockton,Medium,NBA
9246,Which team was Jeremy Lin playing for when Linsanity began in February 2012?,New York Knicks,Medium,NBA
9247,Which player set the single-game three-point record with 14 makes against Chicago in 2018?,Klay Thompson,Medium,NBA
9248,Which team did Kawhi Leonard lead to the 2019 championship?,Toronto Raptors,Medium,NBA
9249,Which team drafted Giannis Antetokounmpo with the 15th pick in 2013?,Milwaukee Bucks,Medium,NBA
9250,Which star did Oklahoma City trade to the Clippers in 2019 for Shai Gilgeous-Alexander and draft picks?,Paul George,Medium,NBA
9251,Which franchise was known for Grit and Grind with Zach Randolph and Tony Allen in the 2010s?,Memphis Grizzlies,Medium,NBA
9252,Which center won the NBA Defensive Player of the Year award in 2009 2010 and 2011?,Dwight Howard,Medium,NBA
9253,Which player scored 71 points for Cleveland against Chicago in January 2023?,Donovan Mitchell,Medium,NBA
9254,Which country did Marc Gasol represent during his NBA career?,Spain,Medium,NBA
9255,Which eighth-seeded team upset Dallas in the first round of the 2007 playoffs?,Golden State Warriors,Medium,NBA
9256,Which player hit the title-clinching jumper over Bryon Russell in Game 6 of the 1998 Finals?,Michael Jordan,Medium,NBA
9257,Which team lost Game 7 of the 2002 Western Conference finals to the Lakers in overtime?,Sacramento Kings,Medium,NBA
9258,Which Spurs forward banked in a rare three-pointer to force double overtime against Phoenix in Game 1 of the 2008 playoffs?,Tim Duncan,Medium,NBA
9259,Which Warrior was blocked by LeBron James on the chase-down play late in Game 7 of the 2016 Finals?,Andre Iguodala,Medium,NBA
9260,Which Celtic returned from a first-half injury in Game 1 of the 2008 Finals and hit two key threes?,Paul Pierce,Medium,NBA
9261,Which team did Tracy McGrady score 13 points in 35 seconds against in December 2004?,San Antonio Spurs,Medium,NBA
9262,Which Rockets center won both MVP and Finals MVP in 1994?,Hakeem Olajuwon,Medium,NBA
9263,Which player won the 2001 MVP and led Philadelphia to the Finals that postseason?,Allen Iverson,Medium,NBA
9264,Which team retired Michael Jordan's number 23 despite him never playing for the franchise?,Miami Heat,Medium,NBA
9265,Which Heat player secured the offensive rebound before Ray Allen's tying three in Game 6 of the 2013 Finals?,Chris Bosh,Medium,NBA
9266,Which Warriors forward was suspended for Game 5 of the 2016 Finals after accumulating flagrant-foul points?,Draymond Green,Medium,NBA
9267,Which team did the 2014 Spurs defeat in the Finals to avenge their 2013 loss?,Miami Heat,Medium,NBA
9268,Which player made the series-winning three for Portland against Houston in Game 6 of the 2014 first round?,Damian Lillard,Medium,NBA
9269,Which player won Finals MVP for the 2006 Miami Heat after defeating Dallas?,Dwyane Wade,Medium,NBA
9270,Which team did Cleveland defeat in the 2007 Eastern Conference finals after LeBron James' Game 5 eruption?,Detroit Pistons,Medium,NBA
9271,Which player scored 48 points including Cleveland's final 25 in Game 5 of the 2007 Eastern Conference Finals?,LeBron James,Medium,NBA
9272,Which player recorded a 60-point triple-double for Houston against Orlando in January 2018?,James Harden,Medium,NBA
9273,Which player was traded for Luka Doncic on the night of the 2018 NBA Draft?,Trae Young,Hard,NBA
9274,Which player scored 63 points for Chicago in a 1986 playoff game against Boston?,Michael Jordan,Hard,NBA
9275,Which pick number did Denver use on Nikola Jokic in the 2014 NBA Draft?,41st,Hard,NBA
9276,Which player was selected immediately before Michael Jordan in the 1984 NBA Draft?,Sam Bowie,Hard,NBA
9277,Which Orlando guard missed four straight late free throws in Game 1 of the 1995 Finals?,Nick Anderson,Hard,NBA
9278,Which Houston guard hit a then-Finals-record seventh three-pointer to force overtime in Game 1 of the 1995 Finals?,Kenny Smith,Hard,NBA
9279,Whose missed finger roll did Hakeem Olajuwon tip in to win overtime in Game 1 of the 1995 Finals?,Clyde Drexler,Hard,NBA
9280,Which Houston forward hit the Kiss of Death three against Phoenix in Game 7 of the 1995 West semifinals?,Mario Elie,Hard,NBA
9281,Which Spurs center received Hakeem Olajuwon's famous Dream Shake sequence after receiving his 1995 MVP trophy?,David Robinson,Hard,NBA
9282,Which Suns guard was checked into the scorer's table by Robert Horry in Game 4 of the 2007 West semifinals?,Steve Nash,Hard,NBA
9283,Which Phoenix player hit the Shot Heard Round the World to force a third overtime in Game 5 of the 1976 Finals?,Gar Heard,Hard,NBA
9284,Which Celtics forward played the 1987 playoffs with a broken bone in his foot?,Kevin McHale,Hard,NBA
9285,Which Pistons guard was nicknamed The Microwave during Detroit's 1989 and 1990 title runs?,Vinnie Johnson,Hard,NBA
9286,Which Lakers guard hit the junior sky hook with two seconds left in Game 4 of the 1987 Finals?,Magic Johnson,Hard,NBA
9287,Which Jazz forward was stripped by Michael Jordan before Chicago's final possession in Game 6 of the 1998 Finals?,Karl Malone,Hard,NBA
9288,Which Knicks guard went 2-for-18 from the field in Game 7 of the 1994 Finals?,John Starks,Hard,NBA
9289,Which Spurs guard blocked James Harden's potential tying three at the end of overtime in Game 5 of the 2017 West semifinals?,Manu Ginobili,Hard,NBA
9290,Which player made the four-bounce Game 7 winner for Toronto against Philadelphia in 2019?,Kawhi Leonard,Hard,NBA
9291,Which Philadelphia center contested Kawhi Leonard's four-bounce winner in Game 7 of the 2019 East semifinals?,Joel Embiid,Hard,NBA
9292,Which Lakers guard threw the alley-oop to Shaquille O'Neal to cap the Game 7 comeback against Portland in 2000?,Kobe Bryant,Hard,NBA
9293,Which Lakers forward hit the Game 4 buzzer-beating three against Sacramento in the 2002 West finals?,Robert Horry,Hard,NBA
9294,Which Dallas star completed the three-point play that sent Game 7 of the 2006 West semifinals against San Antonio to overtime?,Dirk Nowitzki,Hard,NBA
9295,Which Spurs forward hit a go-ahead shot leaving 0.4 seconds on the clock just before Derek Fisher answered in the 2004 playoffs?,Tim Duncan,Hard,NBA
9296,Which Warriors guard made 11 threes in Game 6 of the 2016 West finals against Oklahoma City?,Klay Thompson,Hard,NBA
9297,Which Warriors forward tore his Achilles in Game 5 of the 2019 Finals after returning from a calf injury?,Kevin Durant,Hard,NBA
9298,Which Warriors guard tore his ACL late in Game 6 of the 2019 Finals?,Klay Thompson,Hard,NBA
9299,Which Spurs forward missed a free throw before Chris Bosh's rebound set up Ray Allen's tying three in Game 6 of the 2013 Finals?,Kawhi Leonard,Hard,NBA
9300,Which Mavericks star made the left-handed layup that won Game 2 of the 2011 Finals in Miami?,Dirk Nowitzki,Hard,NBA
9301,Which player made the first official three-point field goal in NBA history in October 1979?,Chris Ford,Hard,NBA
9302,Which Philadelphia Warriors center grabbed an NBA-record 55 rebounds in a 1960 regular-season game?,Wilt Chamberlain,Hard,NBA
9303,What creature guards the trapdoor beneath the forbidden third floor corridor in Harry Potter and the Philosopher's Stone?,Fluffy the three headed dog,Easy,Harry Potter
9304,Which giant chess piece does Ron deliberately sacrifice so Harry can continue toward the Philosopher's Stone?,The knight,Easy,Harry Potter
9305,Which weapon does Harry use to destroy Tom Riddle's diary in the Chamber of Secrets?,A basilisk fang,Easy,Harry Potter
9306,What item of clothing hidden inside the diary causes Dobby to become free?,A sock,Easy,Harry Potter
9307,Which animal form does Harry's fully formed Patronus take beside the lake in Prisoner of Azkaban?,A stag,Easy,Harry Potter
9308,Which magical device allows Harry and Hermione to rescue both Buckbeak and Sirius?,A Time Turner,Easy,Harry Potter
9309,What object transports Harry and Cedric from the maze to the graveyard?,The Triwizard Cup,Easy,Harry Potter
9310,Where does Dumbledore's Army secretly practise defensive magic?,The Room of Requirement,Easy,Harry Potter
9311,Through which mysterious structure does Sirius fall after Bellatrix strikes him in the Department of Mysteries?,The veil,Easy,Harry Potter
9312,What rare form of dark magic does Slughorn's true memory reveal Tom Riddle was researching?,Horcruxes,Easy,Harry Potter
9313,Which damaged object does Draco repair to let Death Eaters enter Hogwarts?,The Vanishing Cabinet,Easy,Harry Potter
9314,Which potion lets six of Harry's allies disguise themselves as him during the escape from Privet Drive?,Polyjuice Potion,Easy,Harry Potter
9315,Which weapon does Ron use to destroy Salazar Slytherin's locket?,The Sword of Gryffindor,Easy,Harry Potter
9316,Which spell does Hermione cast on her parents before leaving to hunt Horcruxes?,Obliviate,Easy,Harry Potter
9317,Which Deathly Hallow is represented by the circle in the symbol explained by Xenophilius Lovegood?,The Resurrection Stone,Easy,Harry Potter
9318,Which captive creature carries Harry and his allies out of Gringotts?,A dragon,Easy,Harry Potter
9319,Which final Horcrux does Neville destroy during the Battle of Hogwarts?,Nagini,Easy,Harry Potter
9320,Why does Voldemort's final Killing Curse fail to defeat Harry?,The Elder Wand's allegiance belongs to Harry,Easy,Harry Potter
9321,What message appears on the Golden Snitch that Dumbledore leaves to Harry?,I open at the close,Easy,Harry Potter
9322,Which animal does Hagrid buy for Harry as a birthday present in Diagon Alley?,A snowy owl,Easy,Harry Potter
9323,How does Ron knock out the mountain troll in the girls bathroom?,He drops the troll's own club onto its head,Easy,Harry Potter
9324,How does Fawkes weaken the basilisk before Harry fights it?,He blinds the basilisk,Easy,Harry Potter
9325,Which two Slytherin students do Harry and Ron imitate with Polyjuice Potion?,Crabbe and Goyle,Easy,Harry Potter
9326,Which supposedly dead person does Harry notice moving on the Marauder's Map?,Peter Pettigrew,Easy,Harry Potter
9327,Which professor drives the Dementor away from Harry on the Hogwarts Express?,Remus Lupin,Easy,Harry Potter
9328,What must Harry do with the golden egg to hear its clue clearly?,Open it underwater,Easy,Harry Potter
9329,Which plant allows Harry to breathe underwater during the second Triwizard task?,Gillyweed,Easy,Harry Potter
9330,Which beings carry Umbridge away after she insults them in the Forbidden Forest?,Centaurs,Easy,Harry Potter
9331,Which disguised Death Eater is revealed to have been impersonating Mad Eye Moody?,Barty Crouch Junior,Easy,Harry Potter
9332,Which drink poisons Ron after Slughorn proposes a toast to life in his office?,Oak matured mead,Medium,Harry Potter
9333,Which house elf rescues Harry and his friends from Malfoy Manor?,Dobby,Easy,Harry Potter
9334,What does Harry do with the Elder Wand after the Battle of Hogwarts in Deathly Hallows Part 2?,He snaps it and throws it away,Easy,Harry Potter
9335,What relentless magical delivery causes the Dursleys to abandon Privet Drive before Harry's eleventh birthday?,Hogwarts acceptance letters,Medium,Harry Potter
9336,Which weakness of Devil's Snare does Hermione exploit to free Ron?,Its hatred of sunlight,Medium,Harry Potter
9337,What visible feature helps Harry identify the correct flying key?,One wing is damaged,Medium,Harry Potter
9338,How does Harry open the concealed entrance to the Chamber of Secrets?,He speaks Parseltongue to the sink,Medium,Harry Potter
9339,What heals Harry after the basilisk fang poisons him?,Fawkes's tears,Medium,Harry Potter
9340,Why does Hermione's Polyjuice Potion transform her into a catlike form?,She used cat hair instead of human hair,Medium,Harry Potter
9341,Which creature carries Sirius away from the tower after Hermione opens his cell?,Buckbeak,Medium,Harry Potter
9342,Which Hogwarts obstacle conceals the passage into the Shrieking Shack?,The Whomping Willow,Medium,Harry Potter
9343,What triggers Lupin's transformation outside the Shrieking Shack?,The full moon emerges from behind the clouds,Medium,Harry Potter
9344,How does Umbridge force Cho to reveal Dumbledore's Army?,She gives Cho Veritaserum,Medium,Harry Potter
9345,Why does Dumbledore claim that he organised Dumbledore's Army?,To protect Harry from arrest,Medium,Harry Potter
9346,What happens to the prophecy during the battle in the Department of Mysteries?,It is dropped and smashed,Medium,Harry Potter
9347,Which cursed object nearly kills Katie Bell after she touches it?,An opal necklace,Medium,Harry Potter
9348,Which Order member is killed during the Seven Potters escape?,Mad Eye Moody,Medium,Harry Potter
9349,How does Hermione destroy Helga Hufflepuff's cup?,She stabs it with a basilisk fang,Medium,Harry Potter
9350,What is Bathilda Bagshot revealed to be concealing inside her body?,Nagini,Medium,Harry Potter
9351,Why does Xenophilius Lovegood secretly alert the Death Eaters to Harry's presence?,They are holding Luna captive,Medium,Harry Potter
9352,How does Griphook betray the trio after gaining access to Bellatrix's vault?,He takes the Sword of Gryffindor and abandons them,Medium,Harry Potter
9353,How does Hermione leave Harry and Ron a clue about the creature attacking Hogwarts students?,She clutches a torn library page about the basilisk,Medium,Harry Potter
9354,What false name does Harry give Stan Shunpike after boarding the Knight Bus?,Neville Longbottom,Medium,Harry Potter
9355,Which ordinary object transports Harry and the Weasleys to the Quidditch World Cup?,An old boot,Medium,Harry Potter
9356,How does Harry make the golden egg reveal an understandable message?,He opens it underwater in the prefects bathroom,Medium,Harry Potter
9357,What alteration to Harry's disciplinary hearing nearly causes him to miss it?,The Ministry secretly changes its time and location,Medium,Harry Potter
9358,Which objects notify members of Dumbledore's Army when another meeting has been arranged?,Enchanted coins,Medium,Harry Potter
9359,What does Umbridge's detention quill use instead of ordinary ink?,Harry's blood,Medium,Harry Potter
9360,Why does Slughorn offer Ron the mead after curing him of the love potion?,He offers it as a pick-me-up,Medium,Harry Potter
9361,How does Harry finally persuade Slughorn to surrender his unaltered Horcrux memory?,He appeals to Slughorn's affection for Lily and asks him to honour her sacrifice,Medium,Harry Potter
9362,How does Yaxley compromise the protection surrounding Grimmauld Place after the Ministry infiltration?,He grabs Hermione while she is Apparating away,Medium,Harry Potter
9363,What destroys Harry's wand during the confrontation with Nagini in Godric's Hollow?,Hermione's rebounding magic strikes it,Medium,Harry Potter
9364,What payment allows Dumbledore to open the concealed entrance to the Horcrux cave?,He cuts his hand and offers his blood,Medium,Harry Potter
9365,Why was the Shrieking Shack deliberately given a reputation as Britain's most haunted building?,To conceal Lupin's monthly transformations,Medium,Harry Potter
9366,Why does Sirius break into Gryffindor Tower despite appearing to be hunting Harry?,He is searching for Pettigrew disguised as Scabbers,Medium,Harry Potter
9367,How does Snape protect Harry Ron and Hermione when the transformed Lupin approaches them?,He places himself between them and shields them with his body,Medium,Harry Potter
9368,How does the disguised Barty Crouch Junior steer Harry toward using Gillyweed in the second task?,He gives Neville a book containing information about it,Medium,Harry Potter
9369,What lie from Kreacher helps convince Harry that Sirius has been taken to the Ministry?,He claims Sirius is not at Grimmauld Place,Medium,Harry Potter
9370,How does Dumbledore escape when Ministry officials attempt to arrest him in his office?,He disappears in a burst of fire with Fawkes,Medium,Harry Potter
9371,Why does Draco spend much of his sixth year repairing the Vanishing Cabinet?,To create a passage allowing Death Eaters into Hogwarts,Medium,Harry Potter
9372,How does Hermione make Harry harder for the Snatchers to identify?,She causes his face to swell and become disfigured,Medium,Harry Potter
9373,Why do Harry Ron and Hermione seek out Xenophilius Lovegood after leaving Godric's Hollow?,They want him to explain the symbol of the Deathly Hallows,Medium,Harry Potter
9374,What message interrupts Bill and Fleur's wedding and causes the guests to flee?,Kingsley's Patronus announces that the Ministry has fallen and Scrimgeour is dead,Medium,Harry Potter
9375,Which preserved object grabs Harry's hand while he hides inside Borgin and Burkes?,The Hand of Glory,Hard,Harry Potter
9376,What recognition had Tom Riddle received according to the trophy Ron polished during detention?,A Special Award for Services to the School,Hard,Harry Potter
9377,What distinctive marking appears on the stone Hermione throws through Hagrid's window while using the Time Turner?,A snail shell pattern,Hard,Harry Potter
9378,How does Hermione draw the transformed Lupin away from Harry and his past self?,She imitates a werewolf's call,Hard,Harry Potter
9379,Which repeated mannerism allows Barty Crouch Senior to recognise his son beneath the Mad Eye Moody disguise?,His habit of flicking his tongue,Hard,Harry Potter
9380,How early does Dumbledore arrive at the Ministry after officials secretly alter Harry's hearing?,Three hours early,Hard,Harry Potter
9381,What name does Sirius mistakenly use while praising Harry during the battle in the Department of Mysteries?,James,Hard,Harry Potter
9382,Which unusual eyewear allows Luna to locate Harry beneath his Invisibility Cloak on the Hogwarts Express?,Spectrespecs,Hard,Harry Potter
9383,Which two orphanage children were permanently disturbed after young Tom Riddle took them into a seaside cave?,Amy Benson and Dennis Bishop,Hard,Harry Potter
9384,Which ordinary scent does Hermione mention last while describing the aroma of the love potion?,Spearmint toothpaste,Hard,Harry Potter
9385,What vanished from Slughorn's bowl on the day Lily Potter died?,His magical fish Francis,Hard,Harry Potter
9386,What gesture does Snape make after discovering Harry hidden below the Astronomy Tower?,He presses a finger to his lips to demand silence,Hard,Harry Potter
9387,On which London street do Harry Ron and Hermione arrive immediately after escaping the wedding?,Shaftesbury Avenue,Hard,Harry Potter
9388,What does Ron hear through the Deluminator that enables him to begin finding Harry and Hermione?,Hermione saying his name,Hard,Harry Potter
9389,Which book enables Hermione to identify the young man photographed with Dumbledore as Grindelwald?,The Life and Lies of Albus Dumbledore,Hard,Harry Potter
9390,Which supposedly harmless object causes the destructive explosion inside the Lovegood house?,An Erumpent horn,Hard,Harry Potter
9391,What feature appears inside Harry's mirror shard when he desperately asks for help at Malfoy Manor?,A blue eye,Hard,Harry Potter
9392,What final act of care does Luna perform for Dobby at Shell Cottage?,She closes his eyes,Hard,Harry Potter
9393,How does Harry insist on preparing Dobby's grave after the escape from Malfoy Manor?,He digs it by hand without magic,Hard,Harry Potter
9394,Which missing possession makes Travers suspicious of Hermione's Bellatrix disguise at Gringotts?,Bellatrix's wand,Hard,Harry Potter
9395,What metal noisemakers do the goblins use to control the dragon beneath Gringotts?,Clankers,Hard,Harry Potter
9396,What two effects occur whenever the trio touches treasure inside Bellatrix's vault?,The treasure multiplies and becomes burning hot,Hard,Harry Potter
9397,How does Ron explain his ability to imitate the language needed to reopen the Chamber of Secrets?,He says Harry talks in his sleep,Hard,Harry Potter
9398,What marker had Harry unknowingly placed above the hiding spot of the Half Blood Prince's book?,A bust wearing a wig and Ravenclaw's diadem,Hard,Harry Potter
9399,What carries Snape's final memories from his body into the vial Harry collects?,His tears,Hard,Harry Potter
9400,Which password grants Harry access to the prefects bathroom while he investigates the golden egg?,Pine fresh,Hard,Harry Potter
9401,Which sweets bite Harry in Dumbledore's office and cause him to stumble into the cabinet containing the Pensieve?,Licorice Snaps,Hard,Harry Potter
9402,What discovery causes Lupin to rush from his office without taking his Wolfsbane Potion on the night Pettigrew is exposed?,The Marauder's Map shows Pettigrew heading toward the Whomping Willow,Hard,Harry Potter
9403,What does Dumbledore apparently set on fire to force the young Tom Riddle to reveal his stolen possessions?,Tom's wardrobe,Hard,Harry Potter
9404,What result finally proves to Draco that the repaired Vanishing Cabinet can transport living creatures safely?,The bird he sends through returns alive,Hard,Harry Potter
9405,Which inscription does Hermione read from the grave of Harry's parents in Godric's Hollow?,The last enemy that shall be destroyed is death,Hard,Harry Potter
9406,Which object does Dumbledore animate to intercept an attack aimed at Harry during the duel in the Ministry atrium?,The golden wizard statue,Hard,Harry Potter
9407,What judgment does Griphook give Bellatrix when she orders him to examine the Sword of Gryffindor?,He falsely declares that it is a copy,Hard,Harry Potter
9408,Which two students do Harry and Ron rescue from the Fiendfyre in the Room of Requirement?,Draco Malfoy and Blaise Zabini,Hard,Harry Potter
9409,What happens to Ravenclaw's diadem immediately after Harry pierces it with a basilisk fang?,Ron kicks it into the Fiendfyre,Hard,Harry Potter
9410,Where does Harry overhear that Sirius was believed to have betrayed his parents?,The Three Broomsticks,Hard,Harry Potter
9411,Which initials sign the note hidden inside the false locket from the cave?,RAB,Hard,Harry Potter
9412,What action exposes the real Harry during the Seven Potters escape?,Hedwig attacks to protect him,Hard,Harry Potter
9413,Which object makes Bellatrix realise that the trio may have entered her Gringotts vault?,The Sword of Gryffindor,Hard,Harry Potter
9414,Which portrait conceals the passage between the Room of Requirement and the Hog's Head?,Ariana Dumbledore's portrait,Hard,Harry Potter
9415,Who is the father of Luke Skywalker and Princess Leia?,Darth Vader,Easy,Star Wars
